#xModel    yModel
1.0	 -13.4050
2.0	 -2.6110
3.0	 0.8884
4.0	 5.4873
5.0	 3.8223
6.0	 4.6082
7.0	 5.1923
8.0	 6.6345
9.0	 6.0111
10.0	 6.3110
11.0	 6.5623
12.0	 7.3140
13.0	 6.9602
14.0	 7.1203
15.0	 7.2606
16.0	 7.7338
17.0	 7.4944
18.0	 7.5926
19.0	 7.6805
20.0	 8.0095
21.0	 7.8309
22.0	 7.8954
23.0	 7.9539
24.0	 8.1971
25.0	 8.0552
26.0	 8.0992
27.0	 8.1392
28.0	 8.3266
29.0	 8.2089
30.0	 8.2392
31.0	 8.2669
32.0	 8.4155
33.0	 8.3149
34.0	 8.3357
35.0	 8.3545
36.0	 8.4751
37.0	 8.3870
38.0	 8.4008
39.0	 8.4132
40.0	 8.5126
41.0	 8.4340
42.0	 8.4426
43.0	 8.4501
44.0	 8.5332
45.0	 8.4620
46.0	 8.4666
47.0	 8.4703
48.0	 8.5404
49.0	 8.4752
50.0	 8.4766
51.0	 8.4773
52.0	 8.5369
53.0	 8.4767
54.0	 8.4755
55.0	 8.4737
56.0	 8.5247
57.0	 8.4686
58.0	 8.4653
59.0	 8.4616
60.0	 8.5055
61.0	 8.4528
62.0	 8.4478
63.0	 8.4424
64.0	 8.4803
65.0	 8.4306
66.0	 8.4241
67.0	 8.4174
68.0	 8.4502
69.0	 8.4030
70.0	 8.3953
71.0	 8.3875
72.0	 8.4159
73.0	 8.3709
74.0	 8.3622
75.0	 8.3534
76.0	 8.3780
77.0	 8.3350
78.0	 8.3255
79.0	 8.3158
80.0	 8.3371
81.0	 8.2958
82.0	 8.2855
83.0	 8.2751
84.0	 8.2936
85.0	 8.2538
86.0	 8.2429
87.0	 8.2319
88.0	 8.2478
89.0	 8.2094
90.0	 8.1980
91.0	 8.1864
92.0	 8.2001
93.0	 8.1629
94.0	 8.1510
95.0	 8.1390
96.0	 8.1506
97.0	 8.1146
98.0	 8.1023
99.0	 8.0898
100.0	 8.0997
101.0	 8.0647
102.0	 8.0520
103.0	 8.0392
104.0	 8.0474
105.0	 8.0134
106.0	 8.0004
107.0	 7.9873
108.0	 7.9940
109.0	 7.9609
110.0	 7.9476
111.0	 7.9342
112.0	 7.9397
113.0	 7.9073
114.0	 7.8938
115.0	 7.8802
116.0	 7.8844
117.0	 7.8528
118.0	 7.8390
119.0	 7.8252
120.0	 7.8284
121.0	 7.7975
122.0	 7.7835
123.0	 7.7695
124.0	 7.7717
125.0	 7.7414
126.0	 7.7273
127.0	 7.7131
128.0	 7.7143
129.0	 7.6847
130.0	 7.6704
131.0	 7.6561
132.0	 7.6565
133.0	 7.6274
134.0	 7.6130
135.0	 7.5986
136.0	 7.5982
137.0	 7.5696
138.0	 7.5551
139.0	 7.5406
140.0	 7.5395
141.0	 7.5114
142.0	 7.4968
143.0	 7.4822
144.0	 7.4804
145.0	 7.4528
146.0	 7.4381
147.0	 7.4234
148.0	 7.4211
149.0	 7.3939
150.0	 7.3791
151.0	 7.3643
152.0	 7.3614
153.0	 7.3347
154.0	 7.3198
155.0	 7.3050
156.0	 7.3016
157.0	 7.2752
158.0	 7.2603
159.0	 7.2454
160.0	 7.2415
161.0	 7.2155
162.0	 7.2005
163.0	 7.1856
164.0	 7.1812
165.0	 7.1556
166.0	 7.1406
167.0	 7.1256
168.0	 7.1209
169.0	 7.0956
170.0	 7.0805
171.0	 7.0655
172.0	 7.0604
173.0	 7.0354
174.0	 7.0203
175.0	 7.0052
176.0	 6.9997
177.0	 6.9751
178.0	 6.9600
179.0	 6.9449
180.0	 6.9391
181.0	 6.9147
182.0	 6.8996
183.0	 6.8845
184.0	 6.8783
185.0	 6.8542
186.0	 6.8391
187.0	 6.8240
188.0	 6.8175
189.0	 6.7937
190.0	 6.7786
191.0	 6.7634
192.0	 6.7567
193.0	 6.7331
194.0	 6.7180
195.0	 6.7029
196.0	 6.6958
197.0	 6.6726
198.0	 6.6574
199.0	 6.6422
200.0	 6.6350
201.0	 6.6119
202.0	 6.5968
203.0	 6.5816
204.0	 6.5742
205.0	 6.5513
206.0	 6.5362
207.0	 6.5210
208.0	 6.5133
209.0	 6.4907
210.0	 6.4756
211.0	 6.4604
212.0	 6.4525
213.0	 6.4301
214.0	 6.4150
215.0	 6.3998
216.0	 6.3917
217.0	 6.3696
218.0	 6.3544
219.0	 6.3393
220.0	 6.3310
221.0	 6.3090
222.0	 6.2939
223.0	 6.2788
224.0	 6.2703
225.0	 6.2485
226.0	 6.2334
227.0	 6.2183
228.0	 6.2097
229.0	 6.1881
230.0	 6.1730
231.0	 6.1579
232.0	 6.1491
233.0	 6.1277
234.0	 6.1126
235.0	 6.0975
236.0	 6.0886
237.0	 6.0674
238.0	 6.0523
239.0	 6.0372
240.0	 6.0282
241.0	 6.0071
242.0	 5.9920
243.0	 5.9770
244.0	 5.9678
245.0	 5.9469
246.0	 5.9318
247.0	 5.9168
248.0	 5.9075
249.0	 5.8868
250.0	 5.8717
